#Expyriment 0.9.0 (Python 3.7.3), .xpd-file, coding: cp1252
#date: Thu Nov 21 2019 14:48:07
#--EXPERIMENT INFO
#e mainfile: experience_apr.py
#e sha1: None
#e modules: 
#e Experiment: Perception des visages
#e no between subject factors
#--SUBJECT INFO
#s id: 5
subject_id,Condition,Correct,RT
5,upr_tot,correct,1203
5,upd_part,correct,1288
5,upr_part,correct,1104
5,upr_part,correct,1014
5,upd_tot,correct,891
5,upd_part,correct,1070
5,upd_tot,correct,1190
5,upd_tot,correct,1219
5,upd_tot,correct,1147
5,upr_tot,false,1334
5,upd_tot,correct,1139
5,upd_tot,correct,1410
5,upd_tot,false,1107
5,upd_part,correct,1109
5,upd_tot,correct,817
5,upr_tot,correct,938
5,upd_part,correct,994
5,upd_part,false,1178
5,upr_tot,correct,957
5,upr_part,correct,2459
5,upr_tot,correct,1064
5,upd_tot,correct,937
5,upr_part,correct,952
5,upr_tot,false,1111
5,upd_part,false,1374
5,upd_part,false,1124
5,upr_tot,false,1278
5,upr_tot,correct,1256
5,upd_part,correct,1071
5,upr_part,correct,949
5,upr_tot,correct,1318
5,upr_part,correct,1225
5,upd_part,correct,1277
5,upd_part,correct,842
5,upr_tot,false,742
5,upd_tot,correct,1147
5,upr_part,correct,792
5,upr_tot,correct,720
5,upd_part,correct,678
5,upr_part,correct,1127
5,upr_part,correct,1303
5,upr_part,correct,924
5,upr_part,correct,752
5,upd_part,correct,1077
5,upr_tot,correct,707
5,upd_tot,false,774
5,upr_part,correct,834
5,upr_tot,correct,855
5,upd_part,correct,902
5,upd_tot,correct,1146
5,upr_part,correct,850
5,upr_tot,false,965
5,upd_part,false,1016
5,upr_tot,correct,682
5,upd_part,correct,1118
5,upd_tot,false,834
5,upd_part,false,916
5,upr_tot,correct,977
5,upr_part,correct,1669
5,upd_tot,correct,997
5,upd_tot,false,1015
5,upd_tot,false,846
5,upr_part,false,777
5,upr_part,correct,863
