subject_id,Condition,Correct,RT
2,upr_tot,correct,3105
2,upd_tot,correct,1177
2,upd_part,false,2313
2,upr_tot,correct,992
2,upr_part,correct,1008
2,upr_part,correct,946
2,upr_part,correct,1198
2,upd_part,false,4850
2,upd_tot,correct,2215
2,upd_part,correct,1535
2,upr_part,correct,1032
2,upr_tot,correct,1012
2,upd_part,correct,3378
2,upr_part,correct,1342
2,upr_part,correct,1264
2,upr_part,correct,1232
2,upr_tot,correct,1209
2,upd_tot,correct,1825
2,upd_part,false,2515
2,upd_part,correct,1877
2,upr_tot,correct,1167
2,upr_part,correct,1281
2,upd_tot,correct,2527
2,upd_tot,false,1710
2,upd_part,correct,1377
2,upr_tot,correct,2556
2,upd_tot,correct,1100
2,upd_tot,correct,1464
2,upd_part,correct,2542
2,upd_part,correct,1070
2,upr_tot,correct,966
2,upr_part,correct,1636
2,upd_tot,correct,1163
2,upr_tot,correct,905
2,upr_tot,false,2074
2,upd_tot,correct,1163
2,upr_part,correct,982
2,upd_part,correct,1196
2,upr_tot,false,938
2,upr_tot,correct,1481
2,upd_tot,correct,2676
2,upr_part,correct,1255
2,upr_part,false,1327
2,upr_tot,correct,1280
2,upr_tot,correct,1231
2,upr_part,correct,947
2,upd_tot,correct,4852
2,upd_part,correct,1349
2,upr_tot,correct,1029
2,upr_part,correct,1252
2,upr_tot,correct,995
2,upd_tot,correct,1042
2,upr_part,correct,1286
2,upr_part,correct,812
2,upr_tot,correct,708
2,upd_part,correct,1066
2,upd_part,false,2058
2,upd_tot,correct,1447
2,upd_tot,correct,1159
2,upd_part,correct,1619
2,upd_part,correct,1690
2,upd_part,false,2928
2,upd_tot,correct,1223
2,upd_tot,correct,1294
