#Expyriment 0.9.0 (Python 3.7.3), .xpd-file, coding: cp1252
#date: Thu Nov 14 2019 14:20:21
#--EXPERIMENT INFO
#e mainfile: experience_apr.py
#e sha1: None
#e modules: 
#e Experiment: Perception des visages
#e no between subject factors
#--SUBJECT INFO
#s id: 8
subject_id,Condition,Correct,RT
8,upd_tot,correct,1131
8,upr_part,correct,1560
8,upr_tot,correct,971
8,upd_part,correct,1665
8,upr_part,correct,1126
8,upr_tot,false,1288
8,upr_tot,correct,1229
8,upd_part,correct,2101
8,upd_tot,correct,1645
8,upr_part,correct,1580
8,upr_tot,correct,1795
8,upr_part,correct,1653
8,upr_part,correct,3137
8,upd_tot,correct,1241
8,upr_part,correct,2165
8,upr_part,correct,1236
8,upr_part,correct,1333
8,upd_part,correct,1818
8,upr_tot,correct,1233
8,upr_tot,correct,1641
8,upd_part,correct,2011
8,upd_part,correct,1552
8,upr_tot,correct,1885
8,upr_tot,correct,1600
8,upr_tot,correct,1289
8,upd_tot,false,2143
8,upd_part,correct,1697
8,upr_part,correct,1262
8,upd_tot,false,1563
8,upr_part,correct,1522
8,upr_tot,correct,1464
8,upd_part,correct,1363
8,upr_tot,correct,1484
8,upd_tot,correct,1227
8,upd_tot,correct,2786
8,upd_tot,correct,1747
8,upd_tot,correct,1401
8,upr_tot,correct,1076
8,upd_part,false,1192
8,upr_part,correct,1077
8,upd_part,correct,1546
8,upd_tot,correct,944
8,upd_tot,false,1108
8,upr_part,correct,1330
8,upd_part,correct,1765
8,upd_part,correct,905
8,upd_part,correct,1423
8,upd_part,correct,1262
8,upr_tot,false,1015
8,upd_part,correct,956
8,upr_tot,correct,1251
8,upr_tot,false,1067
8,upd_part,false,3478
8,upd_tot,correct,1070
8,upr_tot,false,1036
8,upd_tot,correct,1443
8,upr_part,false,1071
8,upd_tot,correct,1392
8,upr_part,correct,1334
8,upd_part,false,1584
8,upd_tot,correct,2049
8,upr_part,correct,919
8,upd_tot,correct,1261
8,upr_part,correct,1261
