#Expyriment 0.9.0 (Python 3.7.3), .xpd-file, coding: cp1252
#date: Thu Nov 21 2019 13:37:08
#--EXPERIMENT INFO
#e mainfile: experience_apr.py
#e sha1: None
#e modules: 
#e Experiment: Perception des visages
#e no between subject factors
#--SUBJECT INFO
#s id: 2
subject_id,Condition,Correct,RT
2,upr_part,correct,1331
2,upr_part,correct,1285
2,upr_part,correct,1002
2,upd_part,correct,1046
2,upr_part,correct,1073
2,upr_tot,correct,1168
2,upr_part,correct,1078
2,upr_part,correct,1054
2,upr_tot,false,926
2,upr_part,correct,949
2,upd_part,correct,1169
2,upd_part,correct,968
2,upr_tot,correct,919
2,upd_tot,correct,892
2,upd_tot,correct,1955
2,upr_tot,correct,1082
2,upr_tot,correct,1579
2,upd_part,correct,1083
2,upd_part,false,720
2,upd_tot,correct,779
2,upr_part,correct,799
2,upd_part,correct,963
2,upd_tot,correct,1833
2,upd_tot,correct,875
2,upd_tot,correct,730
2,upd_tot,correct,967
2,upd_part,false,796
2,upr_tot,correct,830
2,upd_part,correct,817
2,upr_tot,correct,827
2,upd_tot,correct,862
2,upr_part,correct,1102
2,upr_part,correct,1072
2,upd_part,correct,766
2,upr_tot,correct,1126
2,upd_part,correct,1010
2,upr_part,correct,758
2,upd_part,correct,1177
2,upd_tot,correct,1176
2,upr_part,correct,862
2,upr_tot,correct,817
2,upd_tot,correct,788
2,upr_part,correct,1448
2,upd_tot,false,727
2,upd_tot,correct,951
2,upr_tot,correct,890
2,upr_tot,correct,1422
2,upd_part,correct,748
2,upd_tot,correct,960
2,upd_part,correct,1274
2,upd_part,correct,1123
2,upd_tot,correct,962
2,upr_tot,correct,1487
2,upr_part,correct,851
2,upd_part,correct,902
2,upr_tot,correct,1034
2,upr_tot,correct,1055
2,upr_tot,correct,1621
2,upr_part,false,870
2,upr_part,correct,859
2,upr_tot,correct,731
2,upd_tot,correct,899
2,upd_part,correct,828
2,upd_tot,correct,638
