subject_id,Condition,Correct,RT
7,upd_tot,correct,1705
7,upd_part,correct,1159
7,upr_part,correct,1741
7,upd_tot,correct,1665
7,upr_part,correct,2491
7,upr_tot,correct,2131
7,upd_part,false,1317
7,upr_tot,correct,1919
7,upd_part,correct,1541
7,upd_part,correct,1267
7,upr_tot,correct,2199
7,upr_part,correct,2671
7,upr_tot,correct,2485
7,upd_part,correct,1368
7,upd_tot,correct,1450
7,upr_part,correct,1362
7,upd_tot,false,1428
7,upd_part,correct,1064
7,upr_tot,correct,1342
7,upr_part,correct,1203
7,upd_tot,correct,1394
7,upd_tot,correct,1214
7,upr_part,correct,923
7,upr_part,correct,693
7,upr_part,correct,1303
7,upd_part,correct,989
7,upd_tot,correct,756
7,upd_tot,correct,1772
7,upd_part,correct,920
7,upr_part,correct,1228
7,upr_tot,correct,1230
7,upr_part,correct,1029
7,upd_part,false,2021
7,upd_part,false,822
7,upr_part,correct,750
7,upr_tot,correct,1697
7,upd_tot,false,1179
7,upr_tot,correct,705
7,upd_part,correct,855
7,upd_tot,false,542
7,upd_part,false,739
7,upd_tot,correct,928
7,upr_part,false,1117
7,upd_tot,correct,996
7,upd_tot,correct,1029
7,upr_tot,correct,1698
7,upr_part,correct,1890
7,upd_part,correct,1919
7,upr_tot,correct,1561
7,upr_part,correct,1896
7,upr_tot,correct,1359
7,upr_tot,correct,915
7,upd_tot,false,1225
7,upd_part,correct,1000
7,upr_tot,correct,1728
7,upd_tot,correct,4122
7,upd_part,correct,1423
7,upr_part,correct,1308
7,upr_tot,correct,1851
7,upd_tot,correct,1181
7,upr_part,correct,1264
7,upr_tot,correct,1573
7,upd_part,correct,2020
7,upr_tot,correct,1620
