subject_id,Condition,Correct,RT
8,upr_tot,correct,2108
8,upr_tot,correct,1613
8,upd_part,correct,1393
8,upd_tot,correct,3352
8,upr_tot,correct,3869
8,upd_tot,correct,3461
8,upd_part,correct,4569
8,upd_part,correct,2091
8,upr_part,correct,8319
8,upr_part,correct,4360
8,upr_tot,correct,4932
8,upr_tot,correct,4758
8,upr_part,correct,2470
8,upd_part,correct,3410
8,upd_tot,correct,5554
8,upd_part,correct,3892
8,upd_tot,correct,1935
8,upd_part,correct,1894
8,upd_tot,correct,3965
8,upr_tot,correct,1340
8,upd_part,correct,2959
8,upr_tot,correct,2065
8,upd_tot,correct,3326
8,upd_part,correct,2445
8,upr_part,correct,2797
8,upd_tot,correct,1715
8,upr_part,correct,1609
8,upr_part,correct,3428
8,upr_part,correct,2191
8,upd_tot,correct,2557
8,upd_part,correct,1540
8,upd_tot,correct,4849
8,upd_tot,correct,4506
8,upd_part,correct,3894
8,upr_part,correct,1612
8,upr_part,correct,2080
8,upr_tot,correct,1665
8,upd_tot,correct,2174
8,upr_part,correct,2609
8,upd_part,correct,3218
8,upr_tot,correct,1465
8,upd_part,correct,1616
8,upr_tot,correct,1216
8,upd_part,correct,2306
8,upd_tot,correct,1636
8,upr_tot,correct,4691
8,upr_part,correct,1647
8,upd_tot,correct,2493
8,upr_part,correct,3394
8,upr_part,correct,1953
8,upd_part,correct,1351
8,upr_tot,correct,1452
8,upr_tot,correct,3288
8,upr_part,correct,1933
8,upr_tot,correct,1263
8,upr_part,correct,1768
8,upr_tot,correct,1721
8,upd_part,correct,4527
8,upr_part,correct,3700
8,upd_tot,correct,2441
8,upd_tot,correct,3878
8,upr_tot,correct,2290
8,upd_tot,correct,3727
8,upd_part,correct,2881
