,subject_id,Condition,Correct,RT
0,5,upd_tot,correct,1735
1,5,upr_part,correct,986
2,5,upr_tot,correct,1129
3,5,upr_part,correct,1115
4,5,upd_tot,correct,1170
5,5,upr_part,correct,1038
6,5,upd_tot,correct,1290
7,5,upd_part,correct,1005
8,5,upr_part,correct,1480
9,5,upr_tot,correct,978
10,5,upr_tot,correct,938
11,5,upr_part,correct,783
12,5,upr_tot,correct,686
13,5,upd_part,correct,1323
14,5,upr_part,correct,906
15,5,upr_tot,false,796
16,5,upr_part,correct,1128
17,5,upd_tot,correct,907
18,5,upr_tot,correct,999
19,5,upd_tot,correct,1991
20,5,upd_tot,false,1512
21,5,upd_part,correct,1210
22,5,upr_tot,correct,960
23,5,upr_part,correct,997
24,5,upd_part,correct,1161
25,5,upd_part,correct,1016
26,5,upd_tot,correct,1195
27,5,upd_tot,correct,1017
28,5,upd_tot,correct,1442
29,5,upr_part,correct,842
30,5,upd_tot,correct,1044
31,5,upd_tot,correct,954
32,5,upr_tot,correct,1283
33,5,upr_tot,correct,926
34,5,upd_part,correct,822
35,5,upr_tot,correct,837
36,5,upd_tot,correct,1813
37,5,upr_part,correct,1017
38,5,upr_tot,correct,738
39,5,upd_part,correct,1490
40,5,upr_part,correct,752
41,5,upr_tot,correct,939
42,5,upd_part,correct,1809
43,5,upr_tot,correct,877
44,5,upr_tot,correct,968
45,5,upr_tot,correct,864
46,5,upd_part,false,1572
47,5,upr_part,correct,1009
48,5,upd_part,correct,713
49,5,upr_tot,false,682
50,5,upr_part,correct,1026
51,5,upr_part,correct,1503
52,5,upr_part,correct,1077
53,5,upd_tot,correct,2108
54,5,upd_tot,false,949
55,5,upd_tot,correct,1196
56,5,upd_part,correct,1297
57,5,upr_part,correct,1099
58,5,upd_part,correct,1192
