,subject_id,Condition,Correct,RT
0,1,upd_part,correct,913
1,1,upr_tot,correct,743
2,1,upr_tot,correct,1003
3,1,upd_tot,correct,622
4,1,upd_tot,correct,737
5,1,upr_part,false,855
6,1,upr_tot,correct,982
7,1,upd_tot,correct,1001
8,1,upd_part,correct,890
9,1,upd_part,correct,930
10,1,upr_part,correct,971
11,1,upd_part,correct,966
12,1,upd_part,correct,950
13,1,upd_tot,false,1405
14,1,upr_part,correct,947
15,1,upd_part,correct,1321
16,1,upr_tot,correct,862
17,1,upr_part,correct,777
18,1,upr_part,false,707
19,1,upr_part,false,786
20,1,upr_part,correct,1383
21,1,upr_tot,correct,1408
22,1,upr_tot,correct,1422
23,1,upd_tot,correct,1089
24,1,upr_part,correct,1361
25,1,upd_tot,correct,918
26,1,upr_part,correct,1111
27,1,upd_part,correct,1204
28,1,upr_tot,correct,1008
29,1,upd_tot,false,1126
30,1,upr_tot,correct,1161
31,1,upr_part,correct,873
32,1,upr_tot,correct,824
33,1,upd_tot,correct,1369
34,1,upr_tot,correct,1089
35,1,upd_tot,correct,997
36,1,upd_tot,correct,1273
37,1,upr_tot,correct,1473
38,1,upd_part,correct,1184
39,1,upr_tot,correct,1112
40,1,upr_tot,correct,935
41,1,upr_part,correct,811
42,1,upd_tot,correct,1011
43,1,upd_tot,correct,1063
44,1,upr_part,correct,1108
45,1,upr_part,correct,1030
46,1,upr_part,correct,776
47,1,upd_part,false,1040
48,1,upr_tot,correct,1141
49,1,upd_part,false,849
50,1,upr_part,correct,1122
51,1,upd_tot,correct,1511
52,1,upd_tot,correct,1032
53,1,upd_tot,correct,881
54,1,upd_part,correct,982
55,1,upd_part,correct,1164
56,1,upd_part,correct,994
57,1,upd_tot,correct,1125
58,1,upd_part,correct,881
59,1,upr_tot,correct,944
60,1,upr_part,correct,1279
