,subject_id,Condition,Correct,RT
0,2,upr_tot,correct,3105
1,2,upd_tot,correct,1177
2,2,upd_part,false,2313
3,2,upr_tot,correct,992
4,2,upr_part,correct,1008
5,2,upr_part,correct,946
6,2,upr_part,correct,1198
7,2,upd_tot,correct,2215
8,2,upd_part,correct,1535
9,2,upr_part,correct,1032
10,2,upr_tot,correct,1012
11,2,upr_part,correct,1342
12,2,upr_part,correct,1264
13,2,upr_part,correct,1232
14,2,upr_tot,correct,1209
15,2,upd_tot,correct,1825
16,2,upd_part,false,2515
17,2,upd_part,correct,1877
18,2,upr_tot,correct,1167
19,2,upr_part,correct,1281
20,2,upd_tot,correct,2527
21,2,upd_tot,false,1710
22,2,upd_part,correct,1377
23,2,upr_tot,correct,2556
24,2,upd_tot,correct,1100
25,2,upd_tot,correct,1464
26,2,upd_part,correct,2542
27,2,upd_part,correct,1070
28,2,upr_tot,correct,966
29,2,upr_part,correct,1636
30,2,upd_tot,correct,1163
31,2,upr_tot,correct,905
32,2,upr_tot,false,2074
33,2,upd_tot,correct,1163
34,2,upr_part,correct,982
35,2,upd_part,correct,1196
36,2,upr_tot,false,938
37,2,upr_tot,correct,1481
38,2,upd_tot,correct,2676
39,2,upr_part,correct,1255
40,2,upr_part,false,1327
41,2,upr_tot,correct,1280
42,2,upr_tot,correct,1231
43,2,upr_part,correct,947
44,2,upd_part,correct,1349
45,2,upr_tot,correct,1029
46,2,upr_part,correct,1252
47,2,upr_tot,correct,995
48,2,upd_tot,correct,1042
49,2,upr_part,correct,1286
50,2,upr_part,correct,812
51,2,upr_tot,correct,708
52,2,upd_part,correct,1066
53,2,upd_part,false,2058
54,2,upd_tot,correct,1447
55,2,upd_tot,correct,1159
56,2,upd_part,correct,1619
57,2,upd_part,correct,1690
58,2,upd_part,false,2928
59,2,upd_tot,correct,1223
60,2,upd_tot,correct,1294
