,subject_id,Condition,Correct,RT
0,5,upr_tot,correct,1203
1,5,upd_part,correct,1288
2,5,upr_part,correct,1104
3,5,upr_part,correct,1014
4,5,upd_tot,correct,891
5,5,upd_part,correct,1070
6,5,upd_tot,correct,1190
7,5,upd_tot,correct,1219
8,5,upd_tot,correct,1147
9,5,upr_tot,false,1334
10,5,upd_tot,correct,1139
11,5,upd_tot,correct,1410
12,5,upd_tot,false,1107
13,5,upd_part,correct,1109
14,5,upd_tot,correct,817
15,5,upr_tot,correct,938
16,5,upd_part,correct,994
17,5,upd_part,false,1178
18,5,upr_tot,correct,957
19,5,upr_tot,correct,1064
20,5,upd_tot,correct,937
21,5,upr_part,correct,952
22,5,upr_tot,false,1111
23,5,upd_part,false,1374
24,5,upd_part,false,1124
25,5,upr_tot,false,1278
26,5,upr_tot,correct,1256
27,5,upd_part,correct,1071
28,5,upr_part,correct,949
29,5,upr_tot,correct,1318
30,5,upr_part,correct,1225
31,5,upd_part,correct,1277
32,5,upd_part,correct,842
33,5,upr_tot,false,742
34,5,upd_tot,correct,1147
35,5,upr_part,correct,792
36,5,upr_tot,correct,720
37,5,upd_part,correct,678
38,5,upr_part,correct,1127
39,5,upr_part,correct,1303
40,5,upr_part,correct,924
41,5,upr_part,correct,752
42,5,upd_part,correct,1077
43,5,upr_tot,correct,707
44,5,upd_tot,false,774
45,5,upr_part,correct,834
46,5,upr_tot,correct,855
47,5,upd_part,correct,902
48,5,upd_tot,correct,1146
49,5,upr_part,correct,850
50,5,upr_tot,false,965
51,5,upd_part,false,1016
52,5,upr_tot,correct,682
53,5,upd_part,correct,1118
54,5,upd_tot,false,834
55,5,upd_part,false,916
56,5,upr_tot,correct,977
57,5,upd_tot,correct,997
58,5,upd_tot,false,1015
59,5,upd_tot,false,846
60,5,upr_part,false,777
61,5,upr_part,correct,863
