,subject_id,Condition,Correct,RT
0,3,upd_part,correct,1843
1,3,upr_tot,correct,1200
2,3,upr_part,correct,896
3,3,upd_tot,correct,1901
4,3,upr_tot,correct,1636
5,3,upd_part,correct,2682
6,3,upd_tot,correct,2750
7,3,upd_tot,correct,3054
8,3,upr_tot,correct,1070
9,3,upr_part,correct,1125
10,3,upd_part,correct,2998
11,3,upd_part,correct,1773
12,3,upd_tot,correct,1846
13,3,upr_part,correct,1830
14,3,upr_tot,false,4287
15,3,upd_tot,correct,2149
16,3,upd_tot,correct,2159
17,3,upd_part,correct,2860
18,3,upd_part,correct,3932
19,3,upr_part,correct,1402
20,3,upr_part,correct,1246
21,3,upr_part,correct,5110
22,3,upr_part,correct,997
23,3,upr_tot,correct,1870
24,3,upd_part,correct,1462
25,3,upd_tot,correct,1110
26,3,upr_tot,correct,1248
27,3,upr_part,correct,2755
28,3,upd_tot,correct,4145
29,3,upd_part,correct,2602
30,3,upd_part,correct,5385
31,3,upd_tot,correct,2553
32,3,upd_tot,correct,2066
33,3,upd_part,correct,2744
34,3,upr_tot,correct,2402
35,3,upr_part,correct,1680
36,3,upr_tot,correct,1619
37,3,upd_tot,correct,2096
38,3,upd_tot,false,2759
39,3,upr_part,correct,1274
40,3,upd_tot,correct,3586
41,3,upr_tot,false,4479
42,3,upr_part,correct,4187
43,3,upr_part,false,1842
44,3,upr_part,correct,2660
45,3,upr_tot,correct,2212
46,3,upd_tot,correct,2001
47,3,upd_part,correct,1988
48,3,upd_part,correct,1908
49,3,upr_tot,correct,1651
50,3,upr_part,correct,1235
51,3,upr_tot,correct,1164
52,3,upr_tot,correct,1235
53,3,upd_part,false,838
54,3,upr_tot,correct,932
55,3,upd_tot,correct,1338
56,3,upr_part,correct,1053
57,3,upd_part,correct,3897
58,3,upr_tot,correct,4449
59,3,upd_part,correct,1411
60,3,upd_part,correct,1978
