,subject_id,Condition,Correct,RT
0,11,upr_tot,correct,762
1,11,upd_tot,false,1205
2,11,upd_tot,correct,1017
3,11,upd_part,false,984
4,11,upr_tot,correct,1155
5,11,upd_tot,correct,1096
6,11,upd_part,false,1517
7,11,upd_tot,correct,1004
8,11,upd_tot,correct,1057
9,11,upr_part,correct,1432
10,11,upd_part,correct,1228
11,11,upr_tot,false,1208
12,11,upd_part,correct,1247
13,11,upd_part,correct,1118
14,11,upr_part,correct,1073
15,11,upd_tot,correct,1008
16,11,upr_part,correct,976
17,11,upr_part,correct,787
18,11,upr_tot,correct,1377
19,11,upr_part,correct,963
20,11,upr_tot,correct,825
21,11,upd_tot,correct,956
22,11,upr_part,correct,977
23,11,upr_tot,correct,916
24,11,upr_tot,correct,855
25,11,upr_part,false,873
26,11,upr_part,correct,1299
27,11,upd_tot,correct,1462
28,11,upd_tot,correct,1170
29,11,upr_tot,correct,968
30,11,upr_part,correct,1148
31,11,upr_part,correct,1080
32,11,upr_tot,correct,997
33,11,upr_tot,correct,1249
34,11,upd_part,correct,1208
35,11,upr_part,correct,1029
36,11,upd_tot,correct,1177
37,11,upd_tot,correct,1349
38,11,upr_tot,correct,1251
39,11,upr_tot,correct,937
40,11,upr_tot,correct,847
41,11,upr_part,correct,911
42,11,upd_part,correct,1121
43,11,upr_tot,correct,1584
44,11,upd_part,correct,1060
45,11,upr_part,correct,749
46,11,upr_part,correct,1352
47,11,upd_part,correct,1131
48,11,upd_tot,correct,967
49,11,upd_part,correct,1139
50,11,upd_part,correct,958
51,11,upd_part,correct,899
52,11,upr_part,correct,1285
53,11,upr_tot,correct,908
54,11,upr_tot,correct,805
55,11,upd_tot,correct,1514
56,11,upd_tot,correct,1295
57,11,upd_part,false,991
58,11,upr_part,correct,859
59,11,upd_part,correct,1123
