,subject_id,Condition,Correct,RT
0,6,upr_part,correct,780
1,6,upd_part,correct,1103
2,6,upd_tot,correct,880
3,6,upr_part,false,592
4,6,upd_tot,correct,711
5,6,upd_part,correct,816
6,6,upd_tot,correct,751
7,6,upr_part,correct,602
8,6,upd_tot,correct,655
9,6,upr_tot,correct,582
10,6,upd_part,correct,958
11,6,upd_tot,correct,845
12,6,upd_part,correct,746
13,6,upr_tot,correct,783
14,6,upd_tot,correct,756
15,6,upr_tot,false,688
16,6,upr_tot,correct,635
17,6,upr_part,false,1203
18,6,upr_tot,false,693
19,6,upd_tot,correct,1021
20,6,upd_part,correct,638
21,6,upr_part,false,495
22,6,upr_tot,correct,839
23,6,upr_part,correct,689
24,6,upd_tot,correct,827
25,6,upr_part,correct,668
26,6,upd_part,correct,993
27,6,upr_tot,false,688
28,6,upr_part,correct,822
29,6,upr_tot,false,738
30,6,upd_part,correct,687
31,6,upd_tot,correct,548
32,6,upr_tot,correct,811
33,6,upd_tot,correct,654
34,6,upr_part,correct,974
35,6,upd_part,false,671
36,6,upd_tot,correct,548
37,6,upr_tot,false,678
38,6,upd_tot,false,739
39,6,upr_tot,false,529
40,6,upd_part,correct,628
41,6,upr_part,correct,777
42,6,upd_part,correct,1086
43,6,upr_tot,correct,1170
44,6,upd_tot,false,1116
45,6,upr_part,correct,1045
46,6,upr_part,correct,1180
47,6,upd_tot,correct,864
48,6,upd_tot,correct,682
49,6,upr_tot,false,895
50,6,upr_part,correct,864
51,6,upr_part,correct,823
52,6,upd_tot,false,994
53,6,upr_tot,correct,812
54,6,upr_part,false,550
55,6,upd_part,correct,833
56,6,upd_part,correct,711
57,6,upd_part,false,580
58,6,upd_part,correct,904
59,6,upd_part,correct,693
60,6,upd_part,false,506
