,subject_id,Condition,Correct,RT
0,16,upd_tot,correct,874
1,16,upd_tot,correct,1000
2,16,upd_tot,correct,891
3,16,upd_tot,correct,843
4,16,upr_part,correct,1033
5,16,upr_part,correct,1247
6,16,upd_part,correct,951
7,16,upr_tot,correct,774
8,16,upd_tot,correct,1221
9,16,upr_part,correct,1158
10,16,upd_tot,correct,2038
11,16,upr_part,correct,1085
12,16,upd_part,correct,942
13,16,upr_tot,correct,734
14,16,upr_part,correct,839
15,16,upr_tot,correct,752
16,16,upr_tot,correct,1012
17,16,upd_part,correct,901
18,16,upr_tot,correct,1014
19,16,upd_part,correct,939
20,16,upd_tot,false,886
21,16,upr_part,correct,837
22,16,upr_part,correct,1092
23,16,upr_tot,correct,900
24,16,upr_part,correct,745
25,16,upr_tot,correct,1269
26,16,upr_tot,correct,1172
27,16,upd_part,false,908
28,16,upd_tot,correct,950
29,16,upd_tot,false,1798
30,16,upd_part,correct,1010
31,16,upd_tot,correct,993
32,16,upd_tot,correct,875
33,16,upr_tot,correct,850
34,16,upr_tot,correct,1038
35,16,upd_part,correct,1290
36,16,upr_part,correct,1031
37,16,upr_tot,correct,866
38,16,upr_part,correct,1578
39,16,upd_tot,correct,1272
40,16,upr_tot,correct,865
41,16,upr_part,correct,1237
42,16,upr_part,correct,752
43,16,upd_part,correct,964
44,16,upd_tot,correct,858
45,16,upr_part,correct,752
46,16,upr_tot,correct,1791
47,16,upd_part,correct,942
48,16,upd_part,correct,1564
49,16,upr_tot,correct,1008
50,16,upd_part,correct,1338
51,16,upd_tot,correct,1382
52,16,upd_part,correct,1934
53,16,upd_tot,false,1941
54,16,upr_part,correct,1018
55,16,upr_part,correct,865
56,16,upd_part,correct,889
57,16,upr_tot,false,663
58,16,upd_part,correct,815
59,16,upd_part,correct,771
60,16,upd_part,correct,808
